0.178024,130.672
69.2745,104.896
1.71437,91.9251
6.48657,86.0931
1.15495,75.4972
0.467575,70.9227
8.55096,68.2384
-0.160708,66.8068
-0.135221,65.0901
-1.6191,61.2645
0.545583,52.2419
19.5692,51.4008
0.00272703,49.7181
-54.4996,48.1257
37.1237,46.8402
0.171174,45.0298
5.36953,43.5226
-0.389144,42.6619
0.0950391,41.7969
0.237322,41.2909
64.7626,38.3665
-0.68797,37.2181
-6.46715,37.0601
2.60149,35.6883
106.66,35.043
-12.9058,34.5407
1.22027,34.0784
-1.60487,33.341
-12.4434,32.4967
64.443,30.3861
27.9412,29.8318
12.161,29.8114
0.748167,29.4181
-6.74616,28.7787
-2.35117,28.7159
-2.73232,27.6676
-54.4715,27.1408
57.4078,26.8308
-0.396233,26.0833
0.477754,25.7731
4.0873,25.6493
-23.1002,24.4983
-0.0293483,24.2815
-0.0538492,24.1035
-184.738,23.9302
13.3941,23.7505
-10.3102,23.5128
2.14966,23.4642
-2.7526,23.1068
-173.085,23.0009
32.4982,22.8971
1.29866,22.7137
-1.71441,21.849
-2.17524,21.6031
0.881947,21.4862
39.9369,20.5557
0.135731,19.7348
2.50166,19.6082
0.0482439,19.0404
72.4135,18.9434
38.1208,18.6907
-4.60315,18.5889
-16.9176,18.5052
-59.083,18.3477
