-0.0301094,-0.0273866,-0.0110316,-0.00918636,-0.00568317,0.0219704,0.0194457,0.0104195,-0.171343,-0.049835,0.0123992,0.0522792,0.116543,0.0384316,0.000325706,-0.0591545,0.178783,0.0550169,-0.00167565,-0.0370459,-0.109697,-0.0546445,-0.0133825,0.05211,0.0281163,-0.0104795,-0.0176364,-0.0229341,-0.00105852,0.00830107,0.0154847,0.0296962,-0.04503,-0.00679676,-0.00114763,-0.0157094,-0.0277459,0.0135928,0.0278095,0.0212859,-0.290563,-0.0372725,0.0581982,0.147906,0.217992,0.0631283,-0.0229583,-0.150867,0.297815,0.138497,0.0172958,-0.0654782,-0.222757,-0.15776,-0.0618438,0.0422168,0.0400346,-0.0215316,-0.0250047,-0.0150961,0.0196675,0.016501,0.00831959,0.01133,-0.0451512,0.0216237,0.027937,0.0136124,-0.027275,-0.0154599,-0.00121716,-0.00732673,-0.290889,-0.150035,-0.0226643,0.0630784,0.21768,0.148019,0.0583521,-0.037567,0.297452,0.0419587,-0.0615706,-0.157545,-0.223221,-0.0655859,0.0174405,0.139144,0.0400497,0.0113213,0.0082921,0.0158,0.0196106,-0.0143099,-0.0248536,-0.0217064,-0.0304346,0.0103364,0.019289,0.021728,-0.00492204,-0.00864572,-0.0108806,-0.027559,-0.17149,-0.0586022,0.000326002,0.0379907,0.115305,0.0524831,0.0126707,-0.0502068,0.178696,0.051978,-0.0133552,-0.0551633,-0.110588,-0.0369463,-0.00159642,0.0553424,0.0279485,0.029871,0.0154852,0.00804041,-0.000926975,-0.0227203,-0.01763,-0.0108953
0.050083,-0.0650985,-0.0979773,-0.0244518,0.149106,-0.00260989,-0.0553765,-0.0344508,0.21569,-0.0466998,-0.10577,-0.0345721,0.10931,-0.0259782,-0.0842594,-0.0368163,0.216216,-0.0279859,-0.0789848,-0.0235568,0.10167,-0.0421587,-0.114143,-0.0591603,0.0621937,-0.0293888,-0.0541363,-0.0072974,0.12403,-0.0366231,-0.105121,-0.0663008,0.0522031,-0.0705711,-0.115944,-0.0399031,0.166954,-0.0111116,-0.0627259,-0.0352509,0.112228,-0.0953278,-0.129082,-0.044956,0.137112,-0.0205419,-0.0874804,-0.0714529,0.101854,-0.0673635,-0.0816446,-0.0176976,0.130424,-0.05159,-0.135596,-0.110393,0.0712252,-0.0263148,-0.0610022,-0.0232806,0.12354,-0.0652868,-0.12508,-0.0697194,0.0523792,-0.0352609,-0.0624843,-0.0101488,0.166903,-0.0410837,-0.11673,-0.0703855,0.112322,-0.0721299,-0.0875318,-0.0204232,0.136941,-0.0454496,-0.129314,-0.094992,0.102157,-0.111342,-0.135936,-0.0516736,0.130882,-0.0176058,-0.0817578,-0.0669739,0.0713642,-0.0698539,-0.125431,-0.0654068,0.123665,-0.0233215,-0.0611669,-0.0263935,0.0504188,-0.0345727,-0.0556563,-0.00223467,0.148696,-0.0252471,-0.0983425,-0.0644211,0.216769,-0.0372978,-0.0846073,-0.0261816,0.108518,-0.0351187,-0.106114,-0.045582,0.216569,-0.0601638,-0.114726,-0.0423141,0.102366,-0.023468,-0.0790779,-0.0274357,0.0623045,-0.0665827,-0.1058,-0.0368228,0.124424,-0.00741821,-0.0540472,-0.0292564
0.0319814,0.0212844,0.00624119,-0.0385127,-0.107155,-0.0566794,-0.0215785,-0.0148657,0.216952,0.0600137,-0.017368,-0.0861482,-0.166204,-0.0744873,-0.0233063,0.0402846,0.219249,0.0337998,-0.0255268,-0.0730851,-0.15002,-0.0758727,-0.0128218,0.071502,0.0365072,-0.0133256,-0.0209466,-0.0498233,-0.0879274,-0.0276776,0.0115764,0.0276681,0.0469922,0.0114936,-0.00511271,-0.0777394,-0.161996,-0.0701279,-0.0112431,0.00103364,0.174063,0.050138,-0.0144706,-0.130489,-0.231914,-0.0881914,-0.0135252,0.043867,0.17326,0.0424441,-0.0142695,-0.0847788,-0.213641,-0.119163,-0.0142275,0.054451,0.0500295,0.0014704,-0.0102581,-0.0612588,-0.138167,-0.0645345,-0.000642578,0.0168966,0.0471088,0.000918419,-0.0120823,-0.0725895,-0.162008,-0.0754879,-0.00352788,0.012259,0.173286,0.0428332,-0.014975,-0.0905825,-0.231512,-0.12776,-0.0126704,0.0507813,0.1742,0.0531672,-0.0162275,-0.122041,-0.213545,-0.0825259,-0.0126891,0.043895,0.0500064,0.0160031,-0.00223811,-0.0669766,-0.138078,-0.0589533,-0.00883839,0.00233186,0.0320743,-0.014394,-0.0213924,-0.0577911,-0.107291,-0.0373632,0.00727795,0.0214291,0.216574,0.0406345,-0.023532,-0.0754265,-0.165416,-0.0844092,-0.0166875,0.0597692,0.21946,0.0719498,-0.0137371,-0.0780106,-0.150569,-0.0717888,-0.0247998,0.0340788,0.0361637,0.0274705,0.0108312,-0.0291729,-0.0873814,-0.0482723,-0.0203859,-0.013315
0.121549,0.0384653,-0.0111343,-0.0822452,-0.202715,-0.0495057,0.00705779,0.0469329,0.00697309,-0.0204224,-0.0279713,-0.0421306,-0.0330689,0.0106543,0.0200377,0.032063,0.0142694,-0.0346024,-0.0287087,-0.0121652,0.0452751,0.0419176,0.018691,0.0151171,-0.134573,-0.0561337,-0.0137766,0.0544806,0.238477,0.0858573,-0.00340108,-0.0580127,0.163362,0.0687254,0.00200497,-0.113618,-0.282788,-0.0870512,0.00792769,0.0656743,-0.0382665,0.014066,0.00957885,-0.000503225,-0.0159005,-0.00274758,1.24519e-05,-0.018837,0.0488257,0.0150116,-0.0059531,0.00438138,0.0331376,0.00173513,-0.018412,-0.0218926,-0.18133,-0.0783639,-0.0155331,0.0962212,0.335169,0.120763,-0.0184616,-0.0900757,0.16289,0.0652029,0.00719333,-0.0885535,-0.282955,-0.111928,0.00297829,0.0691914,-0.0388007,-0.0182302,2.61709e-05,-0.00324369,-0.0155156,0.000632897,0.00990278,0.0132549,0.0487053,-0.0210967,-0.0178227,0.0025534,0.0328837,0.00369446,-0.00639553,0.0146977,-0.181243,-0.0900417,-0.0181526,0.1215,0.335031,0.0955473,-0.0159336,-0.0783129,0.120559,0.0469242,0.00721306,-0.0497368,-0.202132,-0.0817014,-0.0113763,0.0380296,0.00462913,0.0325391,0.0204679,0.0109275,-0.0317348,-0.0412495,-0.0284754,-0.0221455,0.0141355,0.0155196,0.0193631,0.0424185,0.0454365,-0.0125297,-0.0294776,-0.0351138,-0.133896,-0.0580606,-0.00330514,0.0866906,0.238339,0.053569,-0.0144907,-0.0560461
0.188472,0.0552086,-0.0229164,-0.0764259,-0.166849,-0.0462055,-0.00643768,0.0570151,-0.0422301,-0.0418967,-0.0310154,0.010457,0.100196,0.0435681,0.00312143,0.000402333,-0.0376,-0.00104503,-0.000976774,0.0393575,0.0986227,0.0150374,-0.0284323,-0.0438215,0.176313,0.0530263,-0.0069287,-0.0407414,-0.142239,-0.0668698,-0.0214712,0.0532558,0.249898,0.0868399,-0.0197864,-0.104527,-0.227247,-0.0836414,-0.00890699,0.0775567,-0.0458127,-0.0342244,-0.0294904,0.0518594,0.146411,0.0460575,-0.00180457,-0.0208549,-0.0439181,-0.0259064,-0.00850138,0.0401138,0.146377,0.0566191,-0.0253835,-0.0399646,0.229609,0.0712632,-0.00917755,-0.0759803,-0.1978,-0.0922487,-0.0188391,0.0804174,0.250164,0.077764,-0.0102906,-0.0872252,-0.228158,-0.101853,-0.0181687,0.0875497,-0.0463005,-0.0219712,-0.00438548,0.0408128,0.145886,0.0571596,-0.0268818,-0.0327234,-0.043096,-0.0418019,-0.0287134,0.0512854,0.146501,0.0452286,-0.00547457,-0.0237947,0.229533,0.0786399,-0.0210579,-0.0953839,-0.197279,-0.0723661,-0.00717786,0.0724175,0.188976,0.0574824,-0.00755263,-0.0488942,-0.167916,-0.0751537,-0.021237,0.0565506,-0.0416804,0.000568946,0.00175332,0.0407325,0.0989242,0.0128294,-0.0288195,-0.040514,-0.0368501,-0.0443729,-0.0302531,0.0126141,0.0984271,0.0421196,0.00100442,-3.95093e-06,0.175138,0.0521433,-0.0226548,-0.0683682,-0.141113,-0.0381546,-0.00588585,0.0528749
-0.00961808,0.0789257,0.000624199,-0.0797825,0.0328597,0.0896393,-0.00577149,-0.0756524,0.0143823,0.144214,-9.25065e-05,-0.0981312,-0.00394307,0.0763967,-0.00274766,-0.112031,-0.0327398,0.108072,0.00411167,-0.0769201,0.00292604,0.101057,0.00440233,-0.149103,0.00311571,0.0736089,0.00530358,-0.0905277,-0.0305823,0.0819499,-0.00138605,-0.0834106,-0.0108819,0.0292689,-0.0644142,-0.169533,0.0334262,0.182327,0.0467427,-0.0423625,0.0237581,0.0277687,-0.0819608,-0.210165,0.00818367,0.184809,0.0698862,0.00120589,-0.0308306,0.0011716,-0.0688445,-0.190807,-0.0126142,0.218333,0.0916485,-0.0267349,0.0033361,0.0384055,-0.0528301,-0.191012,-0.0289621,0.182646,0.0709918,-0.0313592,0.00792246,0.0411657,-0.0473402,-0.180872,-0.0253993,0.172982,0.0643028,-0.0305057,-0.0239971,-0.000151679,-0.0699367,-0.184877,-0.00737642,0.210815,0.0818647,-0.0275892,0.0290536,0.0275979,-0.0899854,-0.21745,0.0113947,0.191434,0.06907,-0.00151906,-0.00802585,0.0304345,-0.0699203,-0.180012,0.0340738,0.193284,0.0534863,-0.039602,0.0069869,0.0747116,0.0052263,-0.0886523,-0.0268799,0.0823726,-0.000435383,-0.0802254,-0.0153839,0.111502,0.00197952,-0.0763031,0.00463883,0.0989752,0.000148939,-0.144837,0.0312188,0.149402,-0.00417847,-0.10078,-0.0033409,0.0770058,-0.0044778,-0.109451,-0.0061523,0.0828828,0.00168518,-0.0801332,0.0344617,0.0914436,-0.00528652,-0.0750681
-0.0152295,-0.0994554,-0.115724,-0.0412001,0.0545993,0.0448077,0.0326935,0.0347272,-0.0452641,-0.203094,-0.143837,-0.0449649,0.0798612,0.0706296,0.0762251,0.124702,0.0606044,-0.125778,-0.0970029,-0.079139,-0.0739356,0.0410409,0.124378,0.206922,0.0166064,-0.0390381,-0.0495421,-0.0474609,-0.0490609,0.0429287,0.09909,0.0987056,0.0488524,-0.058575,-0.105006,-0.0670029,0.0147834,0.0168016,0.0186608,0.0514612,0.0349233,-0.181114,-0.155397,-0.066985,0.073132,0.0582447,0.0755751,0.172982,-0.0185172,-0.163964,-0.0804882,-0.0518366,-0.0547053,0.0746631,0.147006,0.191155,-0.0452107,-0.0504343,-0.0250059,-0.00910621,-0.00324765,0.072518,0.0917761,0.0581682,0.0493306,0.0478436,0.0154,0.012426,0.012697,-0.0630201,-0.0982508,-0.0521689,0.0311849,0.166601,0.0713062,0.0527389,0.0723292,-0.0590937,-0.145633,-0.172842,-0.02072,0.18449,0.145677,0.0769044,-0.0530935,-0.0505549,-0.0757571,-0.159122,-0.0465059,0.0567133,0.0935925,0.0773041,-0.00383742,-0.0133686,-0.0253828,-0.0496249,-0.0130158,0.0338317,0.0323832,0.0429032,0.0499973,-0.0416163,-0.110379,-0.0925382,-0.0497964,0.118215,0.0750472,0.0698768,0.0789813,-0.0418648,-0.136841,-0.195475,0.0484478,0.195296,0.12285,0.0440242,-0.0701192,-0.0747399,-0.0915468,-0.122863,0.0133611,0.092708,0.0979482,0.0449676,-0.0490613,-0.0467231,-0.0465729,-0.0366225
0.07096,0.138293,0.0767311,-0.0197531,-0.0601032,-0.0340706,-0.0322629,-0.0275341,0.0637454,0.212617,0.101968,0.00388015,-0.0505332,-0.039519,-0.0586391,-0.10354,-0.11872,0.0995128,0.0807336,0.0588423,0.0649263,0.0203629,-0.079395,-0.219083,-0.064987,0.0350124,0.042169,0.033332,0.0454073,0.0216235,-0.0668827,-0.129363,0.0262709,0.102328,0.0796522,0.0093195,-0.0226896,-0.0249078,-0.0505417,-0.0580636,-0.0275914,0.188167,0.154959,0.0885577,-0.025272,-0.0906323,-0.118504,-0.146724,0.00230421,0.14374,0.120936,0.0816305,0.0280983,-0.0560311,-0.119599,-0.171907,-0.0254908,0.0454584,0.0355926,0.00201603,0.00816328,0.0100216,-0.0477492,-0.0763179,-0.0214894,0.0611131,0.0510293,0.0236792,0.0194125,-0.0143388,-0.083827,-0.103355,0.0302901,0.153606,0.121353,0.0929789,0.0295293,-0.0925073,-0.163325,-0.196012,-0.00250688,0.178964,0.124779,0.0594243,-0.0289419,-0.0847211,-0.125818,-0.151596,0.0278034,0.0796146,0.0509463,-0.00914596,-0.0131149,-0.00435963,-0.0371874,-0.046708,-0.0701849,0.0297597,0.0340382,0.035744,0.0600082,0.016371,-0.0814483,-0.14208,-0.0650225,0.109411,0.0626167,0.0435997,0.0553411,-0.00753068,-0.109213,-0.221524,0.122388,0.226987,0.0846907,-0.0181179,-0.0671665,-0.0632422,-0.0858458,-0.104295,0.0695258,0.134054,0.0709511,-0.0213897,-0.051307,-0.0367013,-0.044816,-0.0356303
0.012682,-0.0157665,-0.042064,-0.0104925,0.0848917,0.0333339,-0.0329032,-0.0255502,0.301674,0.0762115,-0.067932,-0.0860017,-0.0332529,-0.0442945,-0.0699087,0.0414529,0.284456,0.0803217,-0.04583,-0.0356336,-0.0207955,-0.0782487,-0.0910289,0.0158468,0.00106884,-0.00790965,-0.0172705,0.0410184,0.0967196,-0.000838599,-0.0569089,-0.049105,0.0182166,-0.07088,-0.12129,-0.104776,0.052676,0.113895,0.0538084,0.0300075,0.108771,-0.0202722,-0.136263,-0.159489,0.00538818,0.0689606,-0.0240935,-0.0163434,0.110381,0.0264697,-0.000855931,0.0766719,0.0130463,-0.162013,-0.162561,-0.0694014,0.0172366,0.0486375,0.0633256,0.114959,0.0534639,-0.103945,-0.130957,-0.0921141,-0.0176168,-0.0310735,-0.0542442,-0.114124,-0.0502515,0.107023,0.124064,0.0730174,-0.109057,0.0101698,0.0214581,-0.0703812,-0.00611475,0.161334,0.140919,0.0257355,-0.109714,0.0633587,0.157372,0.159199,-0.0112651,-0.0754992,0.00279202,-0.0215682,-0.0157081,0.0901629,0.128416,0.100569,-0.0571258,-0.115581,-0.0628458,-0.0475968,-0.0108874,0.0246707,0.0326423,-0.0336901,-0.0846822,0.0114284,0.0437908,0.0181339,-0.299031,-0.0449978,0.0686604,0.0436776,0.0313152,0.0859903,0.0696469,-0.0714974,-0.286233,-0.0217024,0.0885142,0.0774961,0.0225962,0.0363414,0.0470079,-0.0777007,-0.00126685,0.0462464,0.0545334,-0.000515907,-0.0978845,-0.0411221,0.0181274,0.00882358
-0.217564,-0.0680905,0.0256683,0.000933012,-0.110458,-0.0149118,0.0213036,-0.0442955,-0.130339,-0.0795235,0.00518688,-0.0202613,-0.0938693,-0.00652043,0.0312777,0.00254133,0.110791,-0.0182254,-0.0302324,0.00619919,0.0973715,0.0200595,-0.00376716,0.0626187,0.226735,0.0442467,-0.0203022,0.0144156,0.121974,-0.00492837,-0.0250567,0.0650567,-0.266952,-0.0717884,0.0486987,-0.000406939,-0.143997,-0.0175637,0.0276736,-0.060245,-0.0495619,-0.0395632,0.0200216,-0.0598864,-0.1676,-0.0125074,0.0391409,0.00818931,0.0438062,-0.0254153,-0.0400954,0.00992192,0.177157,0.0617143,-0.0170347,0.0324137,0.274003,0.0574269,-0.030522,0.0160591,0.168017,0.000256232,-0.0476897,0.070995,-0.266608,-0.0611303,0.0266602,-0.0195718,-0.144371,0.00121249,0.0502681,-0.0706473,-0.0505562,0.00685527,0.0379983,-0.0137771,-0.167173,-0.0579664,0.0215041,-0.0395905,0.0431937,0.0318445,-0.0174967,0.0616006,0.177095,0.0102847,-0.0396803,-0.0254013,0.274535,0.0702215,-0.0480251,0.000387326,0.167209,0.0158702,-0.0299672,0.0587008,-0.216789,-0.0441857,0.0220692,-0.0153885,-0.111159,0.000675826,0.0249573,-0.0681664,-0.131927,0.00195156,0.0316906,-0.00583686,-0.0924711,-0.0202195,0.00456074,-0.0811869,0.108944,0.0626969,-0.00315167,0.0208132,0.0974971,0.00569846,-0.0312793,-0.0195369,0.22709,0.0652557,-0.0243601,-0.00442468,0.120956,0.0132209,-0.0211049,0.0447542
